tickers,company,listed_market,listing_date,issue_price,company_website,business_address,main_business
002807,江阴银行,深圳证券交易所,2016-09-02,4.64,http://www.jybank.com.cn,中国江苏省江阴市澄江中路1号银信大厦11楼,"吸收公众存款;发放短期,中期和长期贷款;办理国内结算;办理票据承兑与贴现等金融业务。"
002808,ST恒久,深圳证券交易所,2016-08-12,7.71,http://www.sgt21.com,江苏省苏州市高新区火炬路38号,"从事激光有机光导鼓(OrganicPhoto-ConductorDrum,简称“激光OPC鼓”)系列产品的研发、生产和销售业务。"
002809,红墙股份,深圳证券交易所,2016-08-23,22.46,http://www.redwall.com.cn,广东省惠州市博罗县石湾镇科技产业园,各种混凝土外加剂的研发、生产、销售和技术服务。
002810,山东赫达,深圳证券交易所,2016-08-26,9.91,http://www.sdhead.com,山东省淄博市周村区赫达路999号,水溶性高分子化合物及下游化工产品的研发、生产和销售。
002811,郑中设计,深圳证券交易所,2016-09-08,13.99,http://www.atgcn.com,"广东省深圳市福田区中心区益田路与福华路交汇处卓越时代广场4B01,4B02",高端建筑装饰工程的设计与施工。
002812,恩捷股份,深圳证券交易所,2016-09-14,23.41,http://www.semcorp.com,云南省玉溪市高新区抚仙路125号,提供各类包装印刷产品、包装制品及服务;锂电池隔离膜、铝塑膜、水处理膜等业务。
002813,路畅科技,深圳证券交易所,2016-10-12,6.89,http://www.roadrover.cn,广东省深圳市南山区海天一路11号5栋C座9楼,汽车信息化、智能化及智能出行相关产品的开发、生产、销售及服务。
002815,崇达技术,深圳证券交易所,2016-10-12,16.31,http://www.suntakpcb.com,广东省深圳市光明区凤凰街道东坑社区科能路(南延伸段)808号崇达大厦,印制电路板的设计、研发、生产和销售。
002816,和科达,深圳证券交易所,2016-10-25,8.29,http://www.hkdgroup.cn,广东省深圳市龙华区大浪街道浪口社区华荣路294号和科达工业园2栋1层-3层,精密清洗设备的研发、设计、生产与销售。
002817,黄山胶囊,深圳证券交易所,2016-10-25,13.88,http://www.hsjn.com,安徽省旌德县篁嘉桥经济开发区篁嘉大道7号,明胶空心胶囊和肠溶明胶空心胶囊的研发、生产与销售。
002818,富森美,深圳证券交易所,2016-11-09,23.49,http://www.fsmjj.com,四川省成都市成华区蓉都大道将军路68号,装饰建材家居和汽配市场的开发、租赁和服务。
002819,东方中科,深圳证券交易所,2016-11-11,4.96,http://www.dfzk.com,北京市海淀区阜成路67号银都大厦12-15层,为客户提供包括电子测量仪器销售、租赁和系统集成在内的一站式综合服务;招标代理业务。
002820,桂发祥,深圳证券交易所,2016-11-18,16.60,http://www.gfx.com.cn,天津市河西区洞庭路32号,传统特色及其他休闲食品的研发、生产和销售。
002821,凯莱英,深圳证券交易所,2016-11-18,30.53,http://www.asymchem.com,天津经济技术开发区第七大街71号,提供CMO医药外包服务
002822,ST中装,深圳证券交易所,2016-11-29,10.23,http://www.zhongzhuang.com,广东省深圳市罗湖区深南东路4002号鸿隆世纪广场四-五层(仅限办公),"以建筑装饰主业为依托,围绕基础设施建设服务的上下游进行产业链延展创新,提供幕墙、智能、机电、园林、物业管理、新能源、IDC等业务的城乡建设综合服务。"
002823,凯中精密,深圳证券交易所,2016-11-24,13.73,http://www.kaizhong.com,广东省深圳市坪山区龙田街道规划四路1号,"核心精密零组件的研发、设计、制造及销售的高新技术企业,致力于为客户提供核心精密零组件一体化解决方案"
002824,和胜股份,深圳证券交易所,2017-01-12,9.80,http://www.hoshion.com,广东省中山市三乡镇前陇工业区美源路5号,工业铝挤压材及深加工制产品的研发、生产和销售。
002825,纳尔股份,深圳证券交易所,2016-11-29,10.17,http://www.nar.com.cn,上海市浦东新区新场镇新瀚路26号,精密涂布业务领域的数码喷印材料、汽车保护膜产品的研发、生产和销售
002826,易明医药,深圳证券交易所,2016-12-09,6.06,http://www.emyy.cn,四川省成都市天府一街两江国际B栋37楼,主要从事化学药(原料药和制剂)以及中成药的研发、生产和销售。
002827,高争民爆,深圳证券交易所,2016-12-09,8.23,http://www.xzmbgf.com,西藏自治区拉萨市经济技术开发区A区林琼岗路18号,民爆器材的销售(流通)、配送、工业炸药生产和爆破服务。
002828,贝肯能源,深圳证券交易所,2016-12-08,12.02,http://www.beiken.com,新疆维吾尔自治区克拉玛依市白碱滩区平安大道2500-1号,主要从事油气勘探和开发过程中的钻井工程技术服务及其他油田技术服务。
002829,星网宇达,深圳证券交易所,2016-12-13,17.65,http://www.starneto.com,北京经济技术开发区科谷二街6号院,"惯性技术开发及应用,主要开展惯性组合导航、惯性测量、惯性稳控产品的研发、生产及销售,并为航空、航天、航海、电子、石油、测绘、交通及通讯等领域用户提供全自主、高动态的位置、速度、姿态等信息的感知及稳定控制服务。"
002830,名雕股份,深圳证券交易所,2016-12-13,16.53,http://www.mingdiao.com.cn,广东省深圳市宝安区兴华路南侧龙光世纪大厦1栋2-36、37、38、39、40,为中高端客户提供集原创设计、工程施工、木制品定制、装饰材料选购为一体的家居综合服务。
002831,裕同科技,深圳证券交易所,2016-12-16,36.77,http://www.szyuto.com,广东省深圳市宝安区石岩街道石龙社区石环路1号,纸质印刷包装产品的研发、设计、生产和销售。
002832,比音勒芬,深圳证券交易所,2016-12-23,26.17,http://www.biemlf.com,广东省广州市番禺区南村镇兴业大道东608号,从事自有品牌比音勒芬高尔夫服饰的研发设计、品牌推广、营销网络建设及供应链管理。
002833,弘亚数控,深圳证券交易所,2016-12-28,10.11,http://www.kdtmac.com,广东省广州市黄埔区瑞祥大街81号,数控板式家具机械设备的研发、生产和销售。
002835,同为股份,深圳证券交易所,2016-12-28,12.34,http://www.tvt.net.cn,广东省深圳市南山区深圳湾科技生态园9栋B4座23楼,安防视频监控产品硬盘录像机、摄像机及视频监控管理平台的研发、生产与销售。
002836,新宏泽,深圳证券交易所,2016-12-29,8.09,http://www.newglp.com,广东省潮州市潮州大道北片工业区北站二路宏泽工业园,烟标的设计、生产及销售。
002837,英维克,深圳证券交易所,2016-12-29,18.00,http://www.envicool.com,广东省深圳市龙华区观澜街道观光路1303号鸿信工业园9号厂房1-3楼,精密温控节能设备的研发、生产、销售;轨道交通列车空调、架修及维护服务、传统客车空调等。
002838,道恩股份,深圳证券交易所,2017-01-06,15.28,http://www.dawnprene.com,山东省龙口市振兴路北首道恩经济园工业园区,研发、生产、销售热塑性弹性体、改性塑料、色母粒和可降解材料等功能性高分子复合材料。
002839,张家港行,深圳证券交易所,2017-01-24,4.37,http://www.zrcbank.com,江苏省苏州市张家港市杨舍镇人民中路66号,公司业务、个人业务、金融市场业务等业务。
002840,华统股份,深圳证券交易所,2017-01-10,6.55,http://www.huatongmeat.com,浙江省义乌市北苑街道西城路198号,饲料加工、畜禽养殖、畜禽屠宰加工、肉制品深加工。
002841,视源股份,深圳证券交易所,2017-01-19,19.06,http://www.cvte.com,广东省广州黄埔区云埔四路6号,液晶显示主控板卡、交互智能平板、移动智能终端等电子类产品的涉及、研发和销售。
002842,翔鹭钨业,深圳证券交易所,2017-01-19,11.42,http://www.xl-tungsten.com,广东省潮州市湘桥区官塘镇庵头工业区,钨制品的开发、生产与销售。
002843,泰嘉股份,深圳证券交易所,2017-01-20,6.08,http://www.bichamp.com,湖南省长沙市岳麓区滨江路53号楷林国际C栋34层3401室,双金属带锯条及其相关产品的研发、生产和销售。
002845,同兴达,深圳证券交易所,2017-01-25,15.99,http://www.txdkj.com,广东省深圳市龙华区观澜街道新澜社区布朗路1号银星智界一期2栋1401-1601,从事LCD、OLED液晶显示模组、光学摄像头模组及半导体先进封测的研发、设计、生产和销售。
002846,英联股份,深圳证券交易所,2017-02-07,8.33,http://www.enpackcorp.com,广东省汕头市濠江区南山湾产业园南强路6号,专业从事“安全、环保、易开启”金属包装产品研发、生产和销售。
002847,盐津铺子,深圳证券交易所,2017-02-08,9.14,http://www.yanjinpuzi.com,湖南省长沙市雨花区长沙大道运达中央广场写字楼A座32楼,休闲食品科研、生产、销售和农产品精深加工。
002848,高斯贝尔,深圳证券交易所,2017-02-13,6.31,http://www.gospell.com,湖南省郴州市苏仙区观山洞街道高斯贝尔产业园,数字电视、智能家居、陶瓷材料。
002849,威星智能,深圳证券交易所,2017-02-17,12.08,http://www.viewshine.cn,浙江省杭州市余杭区良渚街道祥运路366-1号1幢,"IC卡智能燃气表及其智能装置、远传燃气表(包括有线远传燃气表、无线远传燃气表和物联网远传燃气表)、电子式燃气表(包括超声波表和音频表)的研发和生产,及为客户提供相应的软件、数据服务和结算系统。"
002850,科达利,深圳证券交易所,2017-03-02,37.70,http://www.kedali.com.cn,广东省深圳市南山区科技南路16号深圳湾科技生态园11栋A座27层,精密结构件研发和制造业务。
002851,麦格米特,深圳证券交易所,2017-03-06,12.17,http://www.megmeet.com,广东省深圳市南山区学府路63号高新区联合总部大厦34层,智能家电电控产品、工业电源和工业自动化产品的研发、生产、销售。
002852,道道全,深圳证券交易所,2017-03-10,47.30,http://www.ddqly.com,湖南省长沙市开福区湘江中路凯乐国际城9栋10楼,食用植物油产品的研发、生产和销售。
002853,皮阿诺,深圳证券交易所,2017-03-10,31.03,http://www.pianor.com,广东省中山市石岐区海景路1号,从事中高端定制橱柜、衣柜、木门等木作三大件及其配套家居产品的研发、设计、生产、销售、安装与售后等服务。
002855,捷荣技术,深圳证券交易所,2017-03-21,6.54,http://www.chitwing.com,广东省东莞市长安镇长安步步高路408号,面向3C行业客户提供精密模具、精密结构件及高外观需求的硬件组件的设计、研发、制造和销售。
002856,美芝股份,深圳证券交易所,2017-03-20,11.61,http://www.szmeizhi.com,广东省深圳市罗湖区泥岗西路1066号1-5层,建筑装饰工程设计与施工。
002857,三晖电气,深圳证券交易所,2017-03-23,10.26,http://www.cnsms.com,河南省郑州市经济技术开发区崇光路与第十九大街交汇处三晖工业园,从事与电能表的生产、检定、使用、信息采集、仓储全过程相关产品的研发、设计、生产和销售。
002858,力盛体育,深圳证券交易所,2017-03-24,10.67,http://www.lsaisports.com,上海市长宁区福泉北路518号8座2楼,体育赛事经营、体育俱乐部经营、体育场馆经营、体育装备制造与销售与市场营销服务。
002859,洁美科技,深圳证券交易所,2017-04-07,29.82,http://www.jmkj.com,"浙江省安吉经济开发区阳光工业园区浙江洁美电子科技股份有限公司,浙江省杭州市拱墅区大关路100号绿地中央广场10幢24层",电子元器件薄型载带的研发、生产和销售。
002860,星帅尔,深圳证券交易所,2017-04-12,19.81,http://www.hzstarshuaier.com,浙江省杭州市富阳区受降镇祝家村交界岭99号(2、3、4、5幢),"各种类型的制冷压缩机用热保护器、起动器、密封接线柱,以及小家电用温度控制器和中小型、微型电机产品的研发、生产和销售。"
002861,瀛通通讯,深圳证券交易所,2017-04-13,17.25,http://www.yingtong-wire.com,湖北省通城县隽水镇经济开发区新塔社区,"公司是集产品研发、制造销售、产业投资运营一体化的综合性科技型公司,深耕大声学、大传输领域。"
002862,实丰文化,深圳证券交易所,2017-04-11,11.17,http://www.sunfuntoys.com,广东省汕头市澄海区文冠路澄华工业区,各类玩具的研发设计、生产与销售。
002863,今飞凯达,深圳证券交易所,2017-04-18,5.48,http://www.jfkd.com.cn,浙江省金华市婺城区新宏路1588号,从事铝合金车轮的研发、设计、制造和销售。
002864,盘龙药业,深圳证券交易所,2017-11-16,10.03,http://www.pljt.com,陕西省西安市灞桥区灞柳二路2801号,中成药的研发、生产和销售。
002865,钧达股份,深圳证券交易所,2017-04-25,9.05,http://www.jietaisolar.cn,"海南省海口市南海大道168号海口保税区内海南钧达大楼,香港铜锣湾勿地臣街1号时代广场2座31楼",光伏电池的研发、生产及销售。
002866,传艺科技,深圳证券交易所,2017-04-26,13.40,http://www.transimage.cn,江苏省高邮市凌波路33号,笔记本电脑键盘薄膜开关线路板(MTS);柔性线路板(FPC)的生产和销售;各类电脑键盘及周边产品的生产和销售。
002867,周大生,深圳证券交易所,2017-04-27,19.92,http://www.chowtaiseng.com,广东省深圳市罗湖区翠竹街道布心路3033号水贝壹号A座19-23层,从事“周大生”品牌珠宝首饰的设计、推广和连锁经营。
002868,绿康生化,深圳证券交易所,2017-05-03,15.20,http://www.pclifecome.com,福建省浦城县园区大道6号,动保产品、植保产品、食品添加剂的研发、生产和销售；光伏胶膜的研发、生产及销售
002869,金溢科技,深圳证券交易所,2017-05-15,21.80,http://www.genvict.com,"广东省深圳市南山区粤海街道高新区社区科技南路16号深圳湾科技生态园11栋A1901-07号,20层01-08号",智慧交通和物联网领域的应用开发、产品创新与推广。
002870,香山股份,深圳证券交易所,2017-05-15,20.44,http://www.senssun.com,广东省中山市东区起湾道东侧白沙湾工业园区,从事中高端家用、商用衡器和健康运动信息测量产品的研发、生产和销售;汽车零部件。
002871,伟隆股份,深圳证券交易所,2017-05-11,15.39,http://www.weilongvalve.com,山东省青岛市高新区春阳路789号,阀门及其配件、汽车配件铸件、管件的生产、销售及相关业务。
002872,ST天圣,深圳证券交易所,2017-05-19,22.37,http://www.tszy.com.cn,重庆市朝阳工业园区(垫江桂溪),"医药制造与医药流通,是集医药研发、制造及流通。"
002873,新天药业,深圳证券交易所,2017-05-19,18.41,http://www.gyxtyy.com,贵州省贵阳市乌当区高新北路3号,中成药的研发、生产和销售。
002875,安奈儿,深圳证券交易所,2017-06-01,17.07,http://www.annil.com,广东省深圳市龙岗区坂田街道雪岗路2018号天安云谷产业园一期3栋A座13-17楼,“Annil安奈儿”品牌童装的研发设计、供应链管理、品牌运营及产品销售。
002876,三利谱,深圳证券交易所,2017-05-25,19.12,http://www.sunnypol.com,广东省深圳市光明新区公明办事处楼村社区第二工业区同富一路5号第1-9栋,偏光片产品的研发、生产和销售。
002877,智能自控,深圳证券交易所,2017-06-05,8.40,http://www.wuxismart.com,江苏省无锡市锡达路258号,智能控制阀及其配件的研发、生产和销售以及检维修服务。
002878,元隆雅图,深圳证券交易所,2017-06-06,14.48,http://www.ylyato.com,北京市西城区广安门内大街338号港中旅维景国际大酒店写字楼12层,"为客户供应促销品(包含方案创意策划、促销品设计研发、采购和销售),收入体现为产品销售收入;为客户提供与促销品有关的仓储运输服务、电商平台服务等,收入体现为服务收入。新媒体营销业务。"
002879,长缆科技,深圳证券交易所,2017-07-07,18.02,http://www.csdlfj.com,湖南省长沙高新开发区麓谷工业园桐梓坡西路223号,从事电力电缆附件及配套产品的研发、生产、销售及服务。
002880,卫光生物,深圳证券交易所,2017-06-16,25.11,http://www.szwg.com,广东省深圳市光明区光明街道碧眼社区光侨大道3402号,血液制品的生产经营及药物研发。
002881,美格智能,深圳证券交易所,2017-06-22,8.96,http://www.meigsmart.com,广东省深圳市福田区深南大道1006号深圳国际创新中心B栋三十二层,无线通信模组和物联网解决方案业务。
002882,金龙羽,深圳证券交易所,2017-07-17,6.20,http://www.szjly.com,"深圳市龙岗区吉华街道吉华路288号金龙羽工业园,广东省深圳市龙岗区坂田街道五和大道118号和成世纪名园3A21楼",经营进出口业务;土地使用权租赁、住房租赁。生产电线电缆、PVC管材;普通货运;电线电缆的检测和技术咨询。
002883,中设股份,深圳证券交易所,2017-06-20,15.67,http://www.jszs-group.com,江苏省无锡市滨湖区兴阳路1号,规划咨询及勘察设计、工程监理、项目管理、工程总承包等
002884,凌霄泵业,深圳证券交易所,2017-07-11,29.11,http://www.lingxiao.com.cn,广东省阳春市春城镇春江大道117号,民用离心泵的研发、设计、生产及销售。
002885,京泉华,深圳证券交易所,2017-06-27,15.53,http://www.everrise.net,广东省深圳市龙岗区坪地街道坪桥路10号京泉华科技产业园,主要从事磁性元器件、电源及特种变压器研发、生产及销售业务。
002886,沃特股份,深圳证券交易所,2017-06-27,13.24,http://www.wotlon.com,广东省深圳市南山区西丽街道西丽社区留新四路万科云城三期C区九栋B座3101房(国际创新谷7栋B座3101房),高性能功能高分子材料合成、改性和成品的研发、生产制造、销售及技术服务。
002887,绿茵生态,深圳证券交易所,2017-08-01,42.01,http://www.tjloving.com,天津市滨海高新区华苑产业区开华道20号南开科技大厦主楼1508,生态环境建设工程。
002888,惠威科技,深圳证券交易所,2017-07-21,8.97,http://www.hivi.com,广东省珠海市联港工业区大林山片区东成路南1号,各类音响设备、扬声器的研发、生产和销售。
002889,东方嘉盛,深圳证券交易所,2017-07-31,12.94,http://www.easttop.com.cn,广东省深圳市福田保税区市花路10号东方嘉盛大厦6楼,提供综合供应链管理服务。
002890,弘宇股份,深圳证券交易所,2017-08-02,12.76,http://www.sdhynj.net,山东省莱州市虎头崖经济技术工业园区弘宇路3号,拖拉机液压提升器的研发、生产和销售。
002891,中宠股份,深圳证券交易所,2017-08-21,15.46,http://www.wanpy.com.cn,山东省烟台市莱山区飞龙路88号,主要从事犬用及猫用宠物食品的研发、生产和销售。
002892,科力尔,深圳证券交易所,2017-08-17,17.56,http://www.kelimotor.com,广东省深圳市南山区深圳湾科技生态园9栋B3座5楼,电机与智能驱控技术的开发、生产与销售。
002893,京能热力,深圳证券交易所,2017-09-15,8.56,http://www.bjjnrl.com,北京市丰台区汽车博物馆东路8号院3号楼9层908,"热力供应,节能技术服务。"
002895,川恒股份,深圳证券交易所,2017-08-25,7.03,http://www.chanphos.com,贵州省黔南布依族苗族自治州福泉市龙昌镇,磷酸及磷酸盐产品的生产、销售。
002896,中大力德,深圳证券交易所,2017-08-29,11.75,http://www.zd-motor.com,浙江省宁波市慈溪市新兴产业集群区宗汉街道新兴一路185号,从事机械传动与控制应用领域关键零部件的研发、生产、销售和服务。
002897,意华股份,深圳证券交易所,2017-09-07,20.68,http://www.czt.cn,浙江省温州市乐清市翁垟街道意华科技园华星路2号,以通讯为主的连接器及其组件产品研发、生产和销售。
002898,赛隆药业,深圳证券交易所,2017-09-12,8.31,http://www.sailong.cn,广东省珠海市香洲区南湾北路31号2单元21层,药品的研发、生产、营销及技术服务。
002899,英派斯,深圳证券交易所,2017-09-15,16.05,http://www.impulsefitness.com,山东省青岛市崂山区秦岭路18号国展财富中心3号楼7层,从事健身器材的开发、制造与销售业务。
002900,哈三联,深圳证券交易所,2017-09-22,18.07,http://www.medisan.com.cn,黑龙江省哈尔滨市利民开发区北京路,化学药品制剂的研发、生产和销售。
002901,大博医疗,深圳证券交易所,2017-09-22,11.56,http://www.double-medical.com,福建省厦门市海沧区山边洪东路18号,医用高值耗材的生产、研发与销售。
002902,铭普光磁,深圳证券交易所,2017-09-29,14.13,http://www.mentech.cn,广东省东莞市石排镇东园大道石排段157号1号楼,从事光磁通信元器件产品的研发、生产和销售。
002903,宇环数控,深圳证券交易所,2017-10-13,12.78,http://www.yh-cn.com,湖南省长沙市浏阳制造产业基地永阳路9号,数控磨削设备及智能装备的研发、生产、销售与服务。
002905,金逸影视,深圳证券交易所,2017-10-16,20.98,http://www.jycinema.com,广东省广州市天河区华成路8号之一402房之一,"电影放映及相关衍生业务,同时涵盖院线发行、影视制作投资。"
002906,华阳集团,深圳证券交易所,2017-10-13,13.69,http://www.foryougroup.com,广东省惠州市东江高新科技产业园上霞北路1号华阳工业园A区集团办公大楼,从事汽车电子制造、精密电子部件制造、精密压铸以及LED照明等业务。
002907,华森制药,深圳证券交易所,2017-10-20,4.53,http://www.pharscin.com,重庆市渝北区黄山大道中段89号,"一家集药品研发、生产、销售于一体的综合型制药企业,业态覆盖医药工业、医药商业及医药零售。"
002908,德生科技,深圳证券交易所,2017-10-20,7.58,http://www.e-tecsun.com,"广东省广州市天河区软件路15号第二层201室,三,四层","面向人社、就业、金融、医疗、大数据等领域提供信息系统建设和相关运营服务,以城市为单位,涵盖社保卡制发和应用、居民服务“一卡通”体系建设、基于大数据的人力资源运营服务、智能知识运营服务、社保金融服务、电商运营服务等综合服务体系。"
002909,集泰股份,深圳证券交易所,2017-10-26,7.47,http://www.jointas.com,"广东省广州市高新技术产业开发区南翔一路62号自编六栋二楼,五楼",密封胶和涂料的研发、生产和销售。
002910,庄园牧场,深圳证券交易所,2017-10-31,7.46,http://www.zhuangyuanmuchang.com,甘肃省兰州市城关区雁园路601号甘肃省商会大厦B座25-26层,乳制品和含乳饮料的生产、加工、销售及奶牛养殖业务。
002911,佛燃能源,深圳证券交易所,2017-11-22,13.94,http://www.fsgas.com,"广东省佛山市禅城区季华五路25号,广东省佛山市禅城区南海大道中18号",天然气的销售及输配、燃气工程设计、施工。
002912,中新赛克,深圳证券交易所,2017-11-21,30.22,http://www.sinovatio.com,广东省深圳市南山区粤海街道高新区社区高新南七道20号深圳国家工程实验室大楼A1403,"网络可视化基础架构、网络内容安全等产品的研发、生产和销售,以及相关产品的安装、调试和培训等技术服务。"
002913,奥士康,深圳证券交易所,2017-12-01,30.38,http://www.askpcb.com,广东省深圳市南山区深圳湾创新科技中心2栋A座32楼,从事高密度印制电路板的研发、生产和销售。
002915,中欣氟材,深圳证券交易所,2017-12-05,6.43,http://www.zxchemgroup.com,浙江省杭州湾上虞经济技术开发区经十三路5号,氟精细化学品的研发、生产、销售。
002916,深南电路,深圳证券交易所,2017-12-13,19.30,http://www.scc.com.cn,广东省深圳市龙岗区坪地街道盐龙大道1639号,从事印制电路板的研发、生产及销售。
002917,金奥博,深圳证券交易所,2017-12-08,11.64,http://www.kingexplorer.com,广东省深圳市南山区粤海街道滨海社区高新南十道63号高新区联合总部大厦33层,"民用爆破行业智能装备、软件系统、工艺技术、关键化工原辅材、工业炸药、起爆器材、爆破一体化服务,以及各类六轴、并联和柔性协作工业机器人的应用及其解决方案。"
002918,蒙娜丽莎,深圳证券交易所,2017-12-19,31.29,http://www.monalisa.com.cn,广东省佛山市南海区西樵轻纺城工业园,高品质建筑陶瓷产品的研发、生产和销售。
002919,名臣健康,深圳证券交易所,2017-12-18,12.56,http://www.mingchen.com.cn,广东省汕头市澄海区莲南工业区,"研发、生产、销售健康护理用品,主要产品包括洗发水、护发素、沐浴露、啫喱水及护肤品等。"
002920,德赛西威,深圳证券交易所,2017-12-26,20.42,http://www.desaysv.com,广东省惠州市惠南高新科技产业园惠泰北路6号,从事汽车电子产品的研发设计、生产和销售。
002921,联诚精密,深圳证券交易所,2017-12-27,11.55,http://www.lmc-ind.com,山东省济宁市兖州区经济开发区北环城路6号,精密机械零部件的研发设计、生产和销售。
002922,伊戈尔,深圳证券交易所,2017-12-29,12.41,http://www.eaglerise.cn,广东省佛山市顺德区北滘镇环镇东路4号,消费及工业领域用电源及电源组件产品的研发、生产及销售。
002923,润都股份,深圳证券交易所,2018-01-05,17.01,http://www.rdpharma.cn,广东省珠海市金湾区三灶镇机场北路6号,化学药制剂、化学原料药、医药中间体的研发、生产和销售。
002925,盈趣科技,深圳证券交易所,2018-01-15,22.50,http://www.intretech.com,福建省厦门市海沧区东孚西路100号,"提供智能控制部件、创新消费电子等产品的研发、生产,并为中小型企业提供智能制造解决方案。"
002926,华西证券,深圳证券交易所,2018-02-05,9.46,http://www.hx168.com.cn,中国(四川)自由贸易试验区成都市高新区天府二街198号,主要从事经纪及财富管理业务、信用业务、投资银行业务、资产管理业务、投资业务以及其他业务。
002927,泰永长征,深圳证券交易所,2018-02-23,14.78,http://www.tyt.net,贵州省遵义市汇川区外高桥工业园区武汉路中段,低压断路器、双电源自动转换开关、变压器、工控自动化产品等中低压电器元器件及其系统集成成套设备的研发、生产、销售与服务。
002928,华夏航空,深圳证券交易所,2018-03-02,20.64,http://www.chinaexpressair.com,重庆市渝北区江北国际机场航安路30号,国内、国际的航空客货运输业务。
002929,润建股份,深圳证券交易所,2018-03-01,23.95,http://www.runjian.com,"广东省广州市珠江新城华夏路16号富力盈凯广场4501,广西南宁市青秀区民族大道136-5号华润大厦C座32层",通信网络建设服务、通信网络维护及优化服务。
002930,宏川智慧,深圳证券交易所,2018-03-28,8.53,http://www.grsl.cn,广东省东莞市松山湖园区礼宾路6号1栋四楼,为境内外石化产品生产商、贸易商和终端用户提供仓储综合服务及其他相关服务。
002931,锋龙股份,深圳证券交易所,2018-04-03,12.36,http://www.fenglong.com,浙江省绍兴市上虞区曹娥街道永盛路99号,园林机械零部件及汽车零部件的研发、生产和销售。
002932,明德生物,深圳证券交易所,2018-07-10,20.45,http://www.mdeasydiagnosis.com,湖北省武汉市东湖新技术开发区高新二路388号武汉光谷国际生物医药企业加速器1.2期22栋1层1室,体外诊断试剂和诊断仪器的研发、生产、销售和服务。
002933,新兴装备,深圳证券交易所,2018-08-28,22.45,http://www.eeae.com.cn,北京市海淀区西杉创意园四区4号楼,从事机载悬挂/发射装置、飞机信息管理与记录系统、综合测试与保障系统、军用自主可控计算机等航空装备产品及相关技术的研发、生产、销售及相关服务。
002935,天奥电子,深圳证券交易所,2018-09-03,19.38,http://www.elecspn.com,四川省成都市金牛区盛业路66号,主要从事时间频率产品、北斗卫星应用产品的研发、设计、生产和销售。
002936,郑州银行,深圳证券交易所,2018-09-19,4.59,http://www.zzbank.cn,"河南省郑州市郑东新区商务外环路22号,香港湾仔皇后大道东248号大新金融中心40楼","郑州银行股份有限公司主要从事提供银行相关的金融服务业务,包括银行业务、个人银行业务、资金业务及其他业务。该公司通过四个业务部门运营。公司银行业务部从事向公司客户、政府机构和金融机构提供多种金融产品和服务业务。零售银行业务部从事向个人客户提供多种金融产品和服务业务。资金业务部从事资金业务,包括于银行间进行同业拆借交易、回购交易及投资业务。其他部从事股本投资及其他业务。"
002937,兴瑞科技,深圳证券交易所,2018-09-26,9.94,http://www.zxec.com,浙江省慈溪市高新技术产业开发区开源路669号,"以模具技术为核心,通过与客户同步设计,采用精密注塑/冲压和自动化组装等先进技术,为客户提供电子连接器、屏蔽罩、散热片、支撑件、外壳、调节器和整流桥等精密电子零部件产品及模具产品。"
002938,鹏鼎控股,深圳证券交易所,2018-09-18,16.07,http://www.avaryholding.com,广东省深圳市宝安区新安街道海滨社区海秀路2038号鹏鼎时代大厦A座27层,主要从事各类印制电路板的设计、研发、制造与销售业务。
002939,长城证券,深圳证券交易所,2018-10-26,6.31,http://www.cgws.com,广东省深圳市福田区福田街道金田路2026号能源大厦南塔楼10-19层,"向个人、机构及企业客户提供多元、全方位的金融产品和服务,并从事自营投资与交易。"
002940,昂利康,深圳证券交易所,2018-10-23,23.07,http://www.alkpharm.com,浙江省嵊州市嵊州大道北1000号,从事化学原料药及制剂的研发、生产和销售。
002941,新疆交建,深圳证券交易所,2018-11-28,7.18,http://www.xjjtjt.com,新疆乌鲁木齐市高新技术产业开发区(新市区)乌昌路辅道840号,"公路、桥梁、隧道、市政工程等基础设施的施工、勘察设计与试验检测,以及路桥工程施工主材料的贸易业务。"
002942,新农股份,深圳证券交易所,2018-12-05,14.33,http://www.xnchem.com,浙江省杭州市上城区新塘路277号保利中心11楼,化学农药原药、制剂及精细化工中间体的研发、生产和销售。
002943,宇晶股份,深圳证券交易所,2018-11-29,17.61,http://www.hnyj-cn.com,湖南省益阳市长春经济开发区资阳大道北侧01号,硬脆材料加工设备、金刚石线、热场系统系列产品的研发、生产和销售。
002945,华林证券,深圳证券交易所,2019-01-17,3.62,http://www.chinalin.com,广东省深圳市南山区深南大道9668号华润置地大厦C座31-33层,证券经纪、投资银行、信用业务、资产管理、证券自营等。
002946,新乳业,深圳证券交易所,2019-01-25,5.45,http://www.newhopedairy.cn,四川省成都市锦江区金石路366号新希望中鼎国际2栋8楼2号,从事乳制品及含乳饮料的研发、生产和销售。
002947,恒铭达,深圳证券交易所,2019-02-01,18.72,http://www.hengmingda.com,江苏省昆山市巴城镇石牌塔基路1568号,消费电子功能性器件、消费电子防护产品、消费电子外盒保护膜的设计、研发、生产与销售。
002948,青岛银行,深圳证券交易所,2019-01-16,4.52,http://www.qdccb.com,山东省青岛市崂山区秦岭路6号,公司银行业务、零售银行业务和资金业务等。
002949,华阳国际,深圳证券交易所,2019-02-26,10.51,http://www.capol.cn,广东省深圳市龙华区民治街道北站社区龙华设计产业园总部大厦3栋,"建筑设计和研发及其延伸业务,目前主要包括建筑设计、造价咨询、工程总承包、全过程工程咨询等业务。"
