tickers,company,listed_market,listing_date,issue_price,company_website,business_address,main_business,diluted_earnings_per_share 06/30/24,diluted_earnings_per_share 03/31/24,diluted_earnings_per_share 12/31/23,diluted_earnings_per_share 09/30/23,weighted_earnings_per_share 06/30/24,weighted_earnings_per_share 03/31/24,weighted_earnings_per_share 12/31/23,weighted_earnings_per_share 09/30/23,net_asset_per_share 06/30/24,net_asset_per_share 03/31/24,net_asset_per_share 12/31/23,net_asset_per_share 09/30/23,return_on_equity 06/30/24,return_on_equity 03/31/24,return_on_equity 12/31/23,return_on_equity 09/30/23,operating_profit_margin 06/30/24,operating_profit_margin 03/31/24,operating_profit_margin 12/31/23,operating_profit_margin 09/30/23,net_profit_margin 06/30/24,net_profit_margin 03/31/24,net_profit_margin 12/31/23,net_profit_margin 09/30/23,return_on_assets 06/30/24,return_on_assets 03/31/24,return_on_assets 12/31/23,return_on_assets 09/30/23,current_ratio 06/30/24,current_ratio 03/31/24,current_ratio 12/31/23,current_ratio 09/30/23,quick_ratio 06/30/24,quick_ratio 03/31/24,quick_ratio 12/31/23,quick_ratio 09/30/23,cash_ratio 06/30/24,cash_ratio 03/31/24,cash_ratio 12/31/23,cash_ratio 09/30/23,debt_to_asset_ratio 06/30/24,debt_to_asset_ratio 03/31/24,debt_to_asset_ratio 12/31/23,debt_to_asset_ratio 09/30/23
603617,君禾股份,上海证券交易所,2017-07-03,8.93,http://www.junhepumps.com,浙江省宁波市海曙区集士港镇广蔺路288号,主要从事潜水泵、花园泵、深井泵、喷泉泵等家用水泵产品及其配件的研发、设计、制造和销售。,0.0985,0.0404,0.0919,0.1056,0.1,0.04,0.1,0.11,3.7281,3.6523,3.5956,3.8619,2.64,1.11,2.6,2.74,9.2099,9.7454,6.0291,10.3278,7.0286,6.62,5.0019,8.3882,1.6393,0.723,1.7004,1.8174,1.6427,1.7185,1.7854,1.8397,1.4049,1.4559,1.4806,1.567,88.8875,92.6396,116.9837,116.1301,37.9108,34.6491,33.4737,33.5534
603618,杭电股份,上海证券交易所,2015-02-17,11.65,http://www.hzcables.com,浙江省杭州市富阳区东洲街道永通路18号,电线电缆产品的研发、生产、销售和服务。,0.107,0.0386,0.2035,0.1819,0.1,0.04,0.2,0.17,4.3014,4.2834,4.1924,4.1739,2.37,0.86,4.68,4.18,2.1304,1.7354,2.2099,2.5575,1.9095,1.6077,1.9095,2.2503,0.6904,0.2604,1.4217,1.2841,1.2565,1.1964,1.1871,1.3001,0.9376,0.8961,0.8997,0.9923,17.3518,16.7887,20.138,12.5909,71.4227,70.1532,69.75,69.5701
603619,中曼石油,上海证券交易所,2017-11-17,22.61,http://www.zpec.com,上海市浦东新区江山路3998号,"涵盖勘探开发、油服工程、石油装备制造,",1.1035,0.4616,2.0529,1.7205,1.09,0.43,2.04,1.74,6.5991,6.93,6.5729,7.359,16.2,6.21,30.8,23.43,28.5318,28.1455,27.5394,30.0638,23.0143,22.8729,22.0039,22.9648,4.5046,1.9594,8.9919,7.9081,0.7083,0.7878,0.7836,1.0497,0.5668,0.6109,0.6363,0.8862,28.1718,27.8749,31.2621,42.7418,70.6049,67.9746,68.6584,66.2168
603626,科森科技,上海证券交易所,2017-02-09,18.85,http://www.kersentech.com,江苏省昆山开发区新星南路155号,"精密压铸、锻压、冲压、CNC、激光切割、激光焊接、MIM、精密注塑等制造工艺、技术为基础,以精密模具设计、生产为支撑,为苹果、亚马逊、谷歌、美敦力等国际、国内知名客户提供消费电子、医疗器械、汽车(含新能源汽车)、液晶面板、电子烟等终端产品所需精密金属、塑胶结构件产品的研发、制造以及部分工艺服务。",-0.2895,-0.1279,-0.5072,-0.2886,-0.2904,-0.13,-0.51,-0.2877,4.6338,4.922,5.091,5.3103,-6.25,-2.6,-9.96,-5.43,-9.953,-8.9778,-10.7104,-8.5405,-9.2267,-9.2876,-10.8379,-8.3732,-2.8871,-1.3239,-5.3268,-2.986,1.0941,1.2925,1.3311,1.3646,0.8949,1.0407,1.0677,1.1356,19.8051,22.8737,27.8255,24.6571,53.7928,49.0676,46.5282,45.0547
603628,清源股份,上海证券交易所,2017-01-12,5.57,http://www.clenergy.com.cn,福建省厦门火炬高新区(翔安)产业区民安大道1001号、1003号、1005号、1007号、1009号,从事智能光伏跟踪器及其他光伏支架的研发、设计、生产和销售;光伏电站的开发、建设及运营;光伏电力电子产品的研发、生产和销售。,0.1985,0.0403,0.6164,0.5289,0.1951,0.04,0.62,0.5294,4.6278,4.581,4.5419,4.462,4.22,0.87,13.59,11.86,7.6768,4.3241,10.4246,13.6748,6.2207,3.1766,8.716,11.2788,1.9848,0.4579,6.7871,6.1052,1.7119,2.0205,1.749,1.8313,1.4978,1.7037,1.4617,1.5529,32.829,27.5076,27.2466,37.1453,53.4588,47.7184,49.7324,48.2193
603629,利通电子,上海证券交易所,2018-12-24,19.29,http://www.lettall.com,江苏省宜兴市徐舍镇工业集中区徐丰路8号,应用于液晶电视等液晶显示领域的精密金属结构件、电子元器件的设计、生产、销售。,0.17,0.1333,0.1508,0.1192,0.16,0.13,0.16,0.12,6.395,6.3859,6.3587,6.37,2.53,2,2.44,1.89,5.8753,9.6681,2.3425,2.0909,4.9524,8.0646,2.0611,2.1058,0.7575,0.7308,1.0738,0.9207,0.668,1.168,1.3995,1.4428,0.554,1.04,1.128,1.2018,21.6314,51.9362,46.3179,41.655,71.4884,64.3294,53.889,49.1882
603630,拉芳家化,上海证券交易所,2017-03-13,18.39,http://www.laf.cn,广东省汕头市龙湖区万吉工业区龙江路拉芳大厦,洗护类、护肤类、彩妆类产品的研发、生产和销售。,0.1636,0.1232,0.2414,0.3136,0.17,0.12,0.29,0.34,8.5657,8.7516,8.7412,8.7949,1.93,1.42,3.33,3.83,9.8558,14.0828,8.1103,12.9019,8.6033,12.3698,6.3242,11.4583,1.6947,1.2432,2.4938,3.1493,6.5206,6.5269,8.0919,6.6042,5.8974,5.9088,7.2277,5.7871,518.7425,531.7507,647.1026,452.2795,10.5479,10.944,8.9532,10.6551
603633,徕木股份,上海证券交易所,2016-11-17,6.75,http://www.laimu.com.cn,上海市松江区洞泾镇洞薛路651弄88号,从事以连接器和屏蔽罩为主的精密电子元件研发、生产和销售。,0.1221,0.059,0.1687,0.154,0.12,0.06,0.17,0.15,4.6078,4.5446,4.4855,4.4717,2.65,1.3,3.76,3.44,8.395,8.1133,7.677,9.2213,7.6058,7.6001,6.605,8.4541,1.4253,0.7561,2.1366,2.0584,1.4772,1.7009,1.6221,1.6325,0.9357,1.0076,1.005,1.0303,32.9083,37.0081,36.5376,41.6153,46.2206,41.7834,43.1834,40.2422
603636,南威软件,上海证券交易所,2014-12-30,14.95,http://www.linewell.com,福建省泉州市丰泽区丰海路南威大厦2号楼,"主要从事电子政务的软件开发、系统集成及技术服务,并以解决方案的方式向政务部门提供上述全部或部分业务。",-0.2024,-0.1172,0.1104,-0.1173,-0.2,-0.12,0.1,-0.119,4.3257,4.4536,4.5678,4.3541,-4.49,-2.56,2.09,-2.69,-58.9085,-73.11,3.7339,-12.1673,-52.7887,-64.2192,3.8884,-9.9253,-1.976,-1.1135,1.0636,-1.2116,1.0864,1.1829,1.1765,1.1455,0.9403,1.0394,1.082,1.0254,7.8053,9.1868,12.5913,11.4821,56.507,56.3893,54.3591,53.3641
603637,镇海股份,上海证券交易所,2017-02-08,13.86,http://www.izpec.com,浙江省宁波市高新区星海南路36号,向客户提供从工程前期的规划咨询到设计、采购、施工管理、开车、结算审核直到运营服务的一站式解决方案。,0.1563,0.0345,0.4155,0.2343,0.16,0.04,0.42,0.24,4.0531,3.9788,3.9443,3.7631,3.86,0.87,10.53,6.23,21.2402,8.9536,19.2873,17.4433,18.639,8.2771,17.2951,15.9461,2.7288,0.6078,7.1557,4.2805,3.2495,3.1727,2.9617,3.0332,3.2322,3.172,2.9596,3.0322,165.9946,183.1655,207.8512,192.204,29.2359,29.9697,32.0746,31.245
603638,艾迪精密,上海证券交易所,2017-01-20,6.58,http://www.cceddie.com,山东省烟台经济技术开发区长江路356号,液压技术的研究及液压产品的开发、生产和销售。,0.2343,0.1053,0.3324,0.253,0.23,0.11,0.33,0.25,4.0029,4.0019,3.9708,3.8916,5.86,2.63,8.37,6.5,16.4425,16.325,14.7527,15.4211,14.1718,13.9643,12.4653,13.1691,3.1919,1.4864,4.7307,3.6444,1.9332,1.9688,1.9836,1.9323,1.331,1.3691,1.3764,1.3063,44.3148,53.5507,32.3219,37.9385,45.4529,43.4729,43.4605,43.9403
603639,海利尔,上海证券交易所,2017-01-12,24.95,http://www.hailir.cn,山东省青岛市城阳区国城路216号,农药制剂、农药原药及相关中间体的生产与销售。,0.4768,0.2669,1.3908,1.2998,0.48,0.27,1.39,1.3,10.5173,10.3071,9.9407,9.8491,4.53,2.59,13.99,13.2,8.1287,9.0252,12.9612,13.89,6.7377,7.9075,10.7584,11.9285,2.5031,1.4513,7.338,6.9086,1.2983,1.2458,1.1877,1.2451,0.9612,0.8786,0.8492,0.939,19.0025,20.17,34.3247,29.2912,44.7886,43.9486,47.5526,47.6498
603648,畅联股份,上海证券交易所,2017-09-13,7.37,http://www.chinaslc.com,中国(上海)自由贸易试验区日京路68号,国际跨国企业提供精益供应链管理服务。,0.2322,0.1186,0.4349,0.3443,0.2208,0.1118,0.4225,0.3316,5.3083,5.199,5.0872,4.998,4.16,2.15,8.31,6.64,11.4669,12.1531,10.9299,11.8662,10.1548,10.1646,9.6564,10.2873,3.5046,1.7538,6.2699,5.0769,2.6936,2.0864,1.8074,2.273,2.5234,1.9189,1.625,2.0943,91.9273,72.9559,55.7352,70.2822,19.2449,22.3863,26.0135,25.6577
603650,彤程新材,上海证券交易所,2018-06-27,12.32,http://www.rachem.com,中国(上海)自由贸易试验区银城中路501号上海中心25层2501室,精细化工材料的研发、生产、销售和相关贸易业务。,0.5362,0.2462,0.6737,0.5825,0.52,0.24,0.68,0.59,5.3677,5.7669,5.6816,5.6552,9.72,4.17,11.93,10.4,14.9935,10.6548,14.5217,16.7187,20.4041,18.8766,13.7291,15.7867,4.1064,1.946,5.5103,4.7602,1.4268,1.4022,1.4071,1.4661,1.2147,1.1934,1.1689,1.2292,53.7061,48.304,41.144,37.3417,57.6772,53.2361,52.2097,52.447
603655,朗博科技,上海证券交易所,2017-12-29,6.46,http://www.jmp-seal.com,江苏省常州市金坛区尧塘街道金博路1号,汽车用橡胶零部件的研发、生产和销售。,0.1136,0.0483,0.189,0.108,0.114,0.048,0.19,0.108,5.0854,5.1597,5.1114,5.0303,2.23,0.94,3.7,2.15,13.4677,12.5487,11.6232,9.3504,11.6631,10.7917,10.1719,8.3912,2.1009,0.8817,3.4303,2.0084,14.7826,15.0106,11.8279,13.8361,13.4382,13.7176,10.9974,12.9061,243.859,216.8427,289.9342,340.9284,5.9328,5.9075,7.2466,6.4597
603656,泰禾智能,上海证券交易所,2017-03-21,21.91,http://www.chinataiho.com,安徽省合肥市经济技术开发区桃花工业园拓展区玉兰大道66号,智能检测分选装备、工业机器人及自动化成套装备、智能包装装备研发、生产和销售。,0.0321,-0.0005,0.046,0.1157,0.04,0.001,0.06,0.14,6.9281,7.0887,7.1525,7.2196,0.52,0.02,0.86,1.77,2.2984,1.0423,1.328,5.091,2.6217,-0.093,1.6541,5.8961,0.3655,-0.0055,0.518,1.2896,3.973,4.7861,4.7379,4.8048,3.0259,3.7496,3.8191,3.8197,121.9599,96.9269,91.4945,87.0267,20.9034,18.7289,19.0739,19.1038
603657,春光科技,上海证券交易所,2018-07-30,18.46,http://www.chinacgh.com,浙江省金华市金磐开发区花台路1399号,清洁电器软管、配件产品及整机ODM/OEM产品的研发、生产和销售。,0.0294,-0.0294,0.1965,0.3239,0.03,-0.03,0.18,0.29,6.866,6.8415,6.955,7.1148,0.43,-0.43,2.61,4.06,1.141,-0.6518,2.15,4.0628,0.4483,-1.1112,1.4863,3.3001,0.1906,-0.2069,1.3817,2.2639,1.3162,1.4046,1.4175,1.4701,0.9754,1.1165,1.1441,1.1952,37.8073,54.3733,48.3364,51.2965,55.5231,51.8283,51.1065,50.2711
603658,安图生物,上海证券交易所,2016-09-01,14.58,http://www.autobio.com.cn,河南省郑州经济技术开发区经开第十五大街199号,体外诊断试剂及仪器的研发、生产和销售。,1.0694,0.5607,2.088,1.5614,1.09,0.56,2.1,1.55,14.1343,14.9757,14.5589,14.0196,7.48,3.69,14.26,10.96,31.2219,33.4177,30.7348,31.0402,28.4072,30.1782,27.5478,28.2317,5.6803,2.8322,10.5948,8.2676,2.7136,3.2177,2.6631,2.8086,2.307,2.8125,2.3497,2.479,16.0869,52.4346,59.8626,19.5031,24.2189,23.7126,24.9932,24.5141
603659,璞泰来,上海证券交易所,2017-11-03,16.53,http://www.putailai.com,上海市浦东新区叠桥路456弄116号,新能源电池的负极材料及石墨化加工、隔膜及涂覆加工、自动化工艺设备、PVDF及粘结剂的研发生产和销售、铝塑包装膜、纳米氧化铝及勃姆石。,0.4649,0.2373,0.9995,0.9077,0.4,0.21,0.94,0.81,8.5805,8.5317,8.3136,7.3005,4.68,2.44,10.75,11.07,16.6644,18.0252,15.4089,17.3888,15.699,16.7223,13.9304,15.6585,2.3708,1.2116,4.8928,4.5523,1.3969,1.4617,1.406,1.3421,0.8317,0.8496,0.8431,0.7494,39.3501,37.6846,44.6376,34.7716,53.6254,54.011,57.115,61.1754
603660,苏州科达,上海证券交易所,2016-12-01,8.03,http://www.kedacom.com,江苏省苏州市高新区金山路131号,从事视频会议系统、视频监控系统和融合通信系统的软硬件开发、设备制造、产品销售及技术服务。,-0.5143,-0.3045,-0.5252,-0.6483,-0.5148,-0.3027,-0.5351,-0.6439,1.5136,1.7672,2.1421,2.023,-34.01,-17.13,-24.54,-31.83,-62.7367,-74.3775,-14.6969,-28.6805,-61.69,-76.1843,-14.5445,-28.7572,-11.9336,-5.8764,-8.8973,-11.2166,2.1907,1.9706,2.0886,1.9395,1.6078,1.5366,1.6972,1.4526,49.6825,49.3705,56.732,38.033,64.6433,65.7479,63.5442,64.9129
603661,恒林股份,上海证券交易所,2017-11-21,56.88,http://www.henglin.com,浙江省湖州市安吉县递铺街道夹溪路378、380号,办公椅、沙发、按摩椅及配件的研发、生产与销售。,1.7341,0.8194,1.9986,2.6869,1.61,0.75,1.91,2.68,26.1212,25.1444,24.4439,26.1707,6.06,2.94,7.74,10.06,5.4103,5.0939,4.2001,6.8371,5.0196,4.8415,3.3918,6.4695,2.3069,1.1248,2.9004,4.0405,1.2589,1.3298,1.2465,1.2894,0.7746,0.9038,0.8325,0.863,33.4812,35.6498,30.4656,33.5272,64.5637,64.8738,64.0165,60.3291
603662,柯力传感,上海证券交易所,2019-08-06,19.83,http://www.kelichina.com,浙江省宁波市江北区长兴路199号,"研制、生产和销售应变式传感器、仪表等元器件,提供系统集成及干粉砂浆第三方系统服务、不停车检测系统、无人值守一卡通智能称重系统、制造业人工智能系统、企业数字化建设软件开发服务、移动资产管理系统、物流分拣系统等。",0.4628,0.1785,1.1869,0.8143,0.41,0.15,1.1,0.75,9.3349,9.1268,8.9553,8.6176,4.43,1.67,12.35,8.77,24.9844,20.4632,35.3461,31.5565,23.5474,20.3033,31.2719,28.5494,3.0993,1.2387,8.7359,6.0814,2.0736,2.1601,2.1107,2.1076,1.643,1.7264,1.6641,1.7051,7.1166,7.5369,7.3509,5.4533,30.521,29.8232,29.2809,31.1716
603663,三祥新材,上海证券交易所,2016-08-01,5.28,http://www.fjsx.com,福建省寿宁县解放街292号,锆系、铸改等工业新材料的研发、生产和销售。,0.1643,0.0531,0.1726,0.2048,0.15,0.05,0.19,0.19,3.13,3.0179,2.969,2.9873,4.74,1.51,6.3,6.47,13.2189,10.2671,7.7923,10.9693,11.4725,8.7986,6.7751,10.3053,3.1776,1.0668,3.6247,4.2826,1.3236,1.3144,1.2944,1.3687,0.8818,0.8969,0.8023,0.8706,10.4227,14.7528,10.3916,9.7313,35.299,35.1475,33.4488,32.8407
603665,康隆达,上海证券交易所,2017-03-13,21.4,http://www.kanglongda.com.cn,浙江省杭州湾上虞经济技术开发区纬五东路7号,特种及普通劳动防护手套的研发、生产和销售。,-0.3456,-0.4229,-1.7896,-0.2981,-0.31,-0.4,-1.39,-0.19,6.6272,6.7344,7.1109,8.2454,-4.67,-5.9,-18.91,-2.26,-6.4816,-27.83,-16.0012,-5.0535,-8.1355,-25.7328,-18.7618,-3.7136,-1.5267,-1.9488,-8.3459,-1.3672,0.6155,0.5734,0.5537,0.6498,0.3702,0.3291,0.3211,0.3371,17.7018,18.9487,18.1499,12.9384,64.5465,63.5815,62.5145,56.5208
603666,亿嘉和,上海证券交易所,2018-06-12,34.46,http://www.yijiahe.com,江苏省南京市雨花台区创思路5号,"主要从事特种机器人产品的研发、生产、销售及相关服务,充分融合移动、感知、操作、人工智能、数据分析等机器人相关技术,面向电力、消防、新能源、轨道交通等行业领域,提供多样化的智能产品、智能服务和系统解决方案。",-0.4248,-0.1747,-0.048,-0.4189,-0.419,-0.17,-0.0495,-0.43,11.102,11.346,11.5059,11.1418,-3.71,-1.47,-0.42,-3.76,-75.8094,-113.72,-2.7583,-29.4033,-61.8598,-89.4819,-1.3246,-22.5826,-2.4795,-0.9674,-0.2574,-2.412,1.7378,1.6324,1.5699,1.6808,1.3411,1.3427,1.4266,1.5148,36.2286,39.3466,42.3104,25.4744,34.9988,37.0697,38.1778,35.8499
603667,五洲新春,上海证券交易所,2016-10-25,8.8,http://www.xcc-zxz.com,浙江省绍兴市新昌县七星街道泰坦大道199号,轴承、精密机械零部件和汽车安全系统、热管理系统零部件的研发、生产和销售。,0.2146,0.1032,0.3903,0.346,0.2,0.1,0.4,0.37,7.9457,7.974,7.8691,7.8224,2.58,1.29,4.76,4.26,5.0268,5.1045,5.2398,5.8006,4.4872,4.9234,4.631,5.0672,1.5184,0.7321,3.051,2.6734,1.3916,1.4918,1.7618,1.7251,0.9374,0.9848,1.2154,1.2267,36.1426,39.6049,51.8607,45.3402,42.3159,41.9971,36.9123,37.9348
603668,天马科技,上海证券交易所,2017-01-17,6.21,http://www.jolma.cn,福建省福清市上迳镇工业区,从事特种水产配合饲料研发、生产、销售。,0.1273,0.0207,-0.3493,-0.1303,--,--,--,--,4.5123,4.8542,4.8408,4.6263,2.47,0.3,-8.48,-4.26,2.6251,0.4097,-2.1736,-0.7364,2.1249,0.6941,-2.1771,-1.0723,0.7287,0.1043,-1.6788,-0.6437,0.8734,0.8932,0.9003,0.8616,0.266,0.2508,0.293,0.308,8.5505,10.4716,16.2375,9.8438,69.3179,70.6694,70.8,72.3233
603669,灵康药业,上海证券交易所,2015-05-28,11.7,http://www.lingkang.com.cn,西藏自治区山南市乃东区国道349号(结巴乡段)20号,化药处方药的研发、生产和销售。,-0.056,-0.0222,-0.21,-0.1339,-0.06,-0.02,-0.21,-0.13,1.2326,1.2664,1.2909,1.4348,-4.54,-1.76,-16.27,-9.33,-32.9523,-22.3886,-75.6895,-62.3853,-28.5558,-20.8706,-76.9672,-64.1039,-2.7899,-1.0816,-9.3253,-5.3567,7.5675,6.717,3.6261,3.2436,7.1759,6.1911,3.3926,3.0351,337.7913,266.3506,141.2603,144.5734,38.6085,38.419,42.6896,42.6067
603676,卫信康,上海证券交易所,2017-07-21,5.53,http://www.wxkpharma.com,西藏自治区拉萨经济技术开发区B区园区南路5号工业中心4号楼3层,化学药品制剂及其原料药的研发、生产、销售。,0.3756,0.2181,0.4918,0.4831,0.38,0.22,0.5,0.49,3.2238,3.2983,3.0801,3.0891,11.65,6.61,15.97,15.64,22.7438,20.4792,13.2283,16.6898,25.8137,29.8627,16.1809,19.812,8.4735,5.0107,12.0444,11.865,2.8249,3.183,3.0394,3.0817,2.7541,3.1034,2.9422,2.9923,74.261,84.4529,68.2455,86.88,27.2773,24.2292,24.568,24.1368
603677,奇精机械,上海证券交易所,2017-02-06,21.13,http://www.qijing-m.com,浙江省宁波市宁海县三省东路1号,专业从事洗衣机离合器等家电零部件、汽车零部件及电动工具零部件的研发、设计、生产与销售。,0.2165,0.1244,0.3599,0.3282,0.2165,0.1244,0.3599,0.3282,6.0187,6.1288,6.0221,5.9828,3.6,2.03,5.98,5.49,4.6966,5.8979,4.1711,5.3811,4.2787,5.1815,3.9026,4.9155,1.8091,1.0653,3.2246,3.0286,1.5305,1.5848,1.5184,2.3464,1.1472,1.1734,1.1046,1.6871,36.0097,42.6638,37.871,62.1048,49.6972,47.5053,46.0446,44.8
603678,火炬电子,上海证券交易所,2015-01-26,10.38,http://www.torch.cn,福建省泉州市鲤城区江南高新技术电子信息园区紫华路4号,电子元器件、新材料及相关产品的研发、生产、销售、检测及服务业务。,0.345,0.1519,0.6831,0.6277,0.36,0.16,0.69,0.62,11.9767,11.9255,11.8016,11.7504,2.99,1.36,5.88,5.42,12.9382,12.5052,10.4019,12.5332,11.0818,10.696,8.9471,10.6136,2.0868,0.9142,3.9581,3.5931,5.1713,5.0712,3.7932,3.6773,3.6066,3.5671,2.7473,2.6983,107.3026,90.4155,80.8899,60.6152,24.3092,24.9538,28.4267,29.5722
603679,华体科技,上海证券交易所,2017-06-21,9.44,http://www.huaticn.com,四川省双流西南航空港经济开发区双华路三段580号,城市照明领域的方案规划设计、产品研发制造、工程项目安装和运行管理维护服务。,-0.1093,0.018,0.3393,0.3664,-0.0957,0.0199,0.3644,0.3551,5.2757,5.5635,5.5378,5.5195,-1.82,0.36,6.59,6.44,-10.4322,0.3986,9.1644,12.7049,-9.1927,2.4957,9.1102,11.9717,-1.2408,0.1948,3.5623,3.9449,2.5993,2.6211,2.4215,2.5805,2.3909,2.4185,2.1794,2.2526,60.2879,71.9964,65.8207,59.5526,39.5711,39.1129,41.2492,39.6697
603680,今创集团,上海证券交易所,2018-02-27,32.69,http://www.ktk.com.cn,江苏省常州市武进区遥观镇今创路88号,轨道交通车辆配套产品的研发、生产、销售及服务。,0.1767,0.0528,0.3231,0.2584,0.19,0.06,0.35,0.27,6.5494,6.5398,6.49,6.3759,2.87,0.85,5.45,4.24,8.3918,6.2076,7.6988,8.0993,7.0602,4.6476,6.8493,7.6184,1.5499,0.4639,2.841,2.2227,2.0782,2.0233,1.9632,1.9147,1.4848,1.4264,1.4146,1.3829,32.6794,21.2426,19.9283,22.2665,43.5913,43.4842,43.934,46.0055
603681,永冠新材,上海证券交易所,2019-03-26,10.0,http://www.ygtape.com,上海市青浦区朱家角工业园区康工路15号,各类胶带产品的研发、生产和销售。,0.4476,0.2681,0.4311,0.2538,0.42,0.24,0.43,0.26,12.9512,12.9663,13.1544,12.9829,3.46,2.07,3.29,1.97,3.0378,4.0915,1.1594,0.8412,2.951,3.8845,1.51,1.2029,1.2807,0.7993,1.2703,0.7846,1.4776,1.4037,1.3804,1.4169,1.1381,1.0901,1.0989,1.1254,40.927,46.8885,44.3646,39.3575,62.946,61.3432,61.2382,59.8617
603682,锦和商管,上海证券交易所,2020-04-21,7.91,http://www.iyuejie.com,上海市徐汇区虹漕路68号锦和中心18楼,城市老旧物业、低效存量商用物业的定位设计、改造、招商、运营和服务。,0.0335,0.0215,0.176,0.1789,0.05,0.03,0.21,0.2,2.4204,2.3984,2.37,2.3623,2.03,1.16,8.83,8.55,-0.8527,-0.0703,6.1503,10.2204,3.0618,3.9995,8.0602,11.0106,0.272,0.1835,1.4757,1.5748,0.6117,0.5657,0.4995,0.4733,0.6117,0.5657,0.4995,0.4733,25.9201,27.0543,20.2889,29.1868,79.2338,78.2243,78.8305,77.7468
603683,晶华新材,上海证券交易所,2017-10-20,9.34,http://www.smithcn.com,上海市松江区新桥镇千帆路237弄8号楼1702、1703和1704室,为工业企业、手机厂商、动力电池厂商、屏显厂商等客户提供胶黏材料、胶粘剂等产品。,0.161,0.0851,0.2608,0.1908,0.1623,0.094,0.24,0.1809,5.0276,4.9923,4.9556,4.8753,3.12,1.67,4.41,3.08,5.002,5.8477,4.5899,4.5588,4.8654,5.6627,4.3307,4.4995,1.7841,0.9768,3.1732,2.2659,1.3785,1.509,1.5711,1.4877,0.9459,1.0627,1.131,1.144,34.2899,46.5029,42.8371,68.7594,43.9488,42.375,39.4117,41.8272
603685,晨丰科技,上海证券交易所,2017-11-27,21.04,http://www.cnlampholder.com,浙江省嘉兴市海宁市盐官镇园区四路10号,照明产品结构组件的研发、生产和销售。,0.0575,0.0114,0.4442,0.0523,0.07,0.02,0.5,0.09,6.8577,6.9608,6.953,6.666,1.03,0.27,7.14,1.4,1.5013,0.5068,7.5485,1.7163,1.5515,0.6499,6.0388,0.9936,0.2808,0.0556,2.2124,0.2636,1.1862,1.364,1.3521,1.3662,0.8692,1.0418,1.0386,1.0575,32.6321,43.6634,37.9492,42.5243,65.7175,65.1808,64.623,65.562
603686,福龙马,上海证券交易所,2015-01-26,14.86,http://www.fjlm.com.cn,福建省龙岩市新罗区东肖镇东华社区龙腾南路42号,环卫清洁装备、垃圾收转装备、新能源环卫装备等环卫装备的研发、生产与销售。,0.3088,0.1889,0.7517,0.6081,0.23,0.16,0.56,0.45,7.9177,8.1402,7.9827,7.8664,2.88,1.92,7.01,5.7,7.0867,8.6825,8.1875,8.8274,5.2157,6.6272,6.119,6.7193,1.9228,1.2448,5.1048,4.1274,1.9229,1.8768,2.034,2.007,1.7766,1.7071,1.8755,1.8537,44.4259,41.3179,55.3,41.6643,45.1527,40.3778,39.8498,40.5034
603687,大胜达,上海证券交易所,2019-07-26,7.35,http://www.sdpack.cn,浙江省杭州市萧山区市心北路2036号东方至尊国际中心,"瓦楞纸箱、纸板的研发、生产、印刷和销售,为客户提供涵盖包装方案设计、研发、检测、生产、库存管理、物流配送等环节的全方位纸包装解决方案。",0.1069,0.0391,0.233,0.2014,0.09,0.03,0.2,0.18,5.8389,5.831,5.8852,5.5426,1.51,0.55,2.74,2.77,7.1701,5.7792,7.3755,7.6736,6.01,4.6016,6.3632,6.7928,1.3591,0.4943,2.9208,2.2805,3.3979,3.3978,3.775,3.3976,2.8604,2.9021,3.3868,3.0672,187.1264,187.6386,233.0526,214.9859,19.5452,19.531,19.5925,32.2222
603688,石英股份,上海证券交易所,2014-10-31,6.45,http://www.quartzpacific.com,江苏省连云港市东海县平明镇马河电站东侧,公司主要使用天然石英矿石材料从事高纯石英砂、高纯石英管(棒、板、锭、筒)、石英坩埚及其他石英材料的研发、生产与销售;产品主要应用于光源、光伏、半导体、光纤光学等领域。,0.4773,0.4439,13.9824,11.6692,0.47,0.44,13.95,11.65,10.5258,21.2978,20.8391,19.8051,4.51,2.06,66.93,58.8,39.6684,46.0212,82.9352,84.0911,35.0886,40.7519,70.3138,71.4565,3.9164,1.9428,60.1882,52.0239,5.673,13.0452,8.1629,7.2272,4.4435,11.1387,7.2072,6.5306,169.1576,593.1657,335.8691,193.652,13.0503,6.3265,9.8591,11.2968
603689,皖天然气,上海证券交易所,2017-01-10,7.87,http://www.ahtrq.com,合肥市包河区成都路2528号云谷金融城B01栋17至21层,安徽省内的天然气长输管线的建设与运营、CNG/LNG及城市燃气等业务。,0.4079,0.228,0.7097,0.6345,0.32,0.18,0.59,0.51,6.4431,6.5999,6.3581,6.2627,6.16,3.38,11.31,10.05,8.8268,9.4765,7.4106,8.6543,6.6712,6.9512,5.5606,6.5665,2.7305,1.5207,4.8478,4.3947,1.4158,1.6288,1.5042,1.5959,1.3739,1.5834,1.4635,1.5509,84.9749,83.3015,71.3123,85.404,49.6919,48.7032,49.2727,49.9902
