tickers,company,listed_market,listing_date,issue_price,company_website,business_address,main_business,diluted_earnings_per_share 06/30/24,diluted_earnings_per_share 03/31/24,diluted_earnings_per_share 12/31/23,diluted_earnings_per_share 09/30/23,weighted_earnings_per_share 06/30/24,weighted_earnings_per_share 03/31/24,weighted_earnings_per_share 12/31/23,weighted_earnings_per_share 09/30/23,net_asset_per_share 06/30/24,net_asset_per_share 03/31/24,net_asset_per_share 12/31/23,net_asset_per_share 09/30/23,return_on_equity 06/30/24,return_on_equity 03/31/24,return_on_equity 12/31/23,return_on_equity 09/30/23,operating_profit_margin 06/30/24,operating_profit_margin 03/31/24,operating_profit_margin 12/31/23,operating_profit_margin 09/30/23,net_profit_margin 06/30/24,net_profit_margin 03/31/24,net_profit_margin 12/31/23,net_profit_margin 09/30/23,return_on_assets 06/30/24,return_on_assets 03/31/24,return_on_assets 12/31/23,return_on_assets 09/30/23,current_ratio 06/30/24,current_ratio 03/31/24,current_ratio 12/31/23,current_ratio 09/30/23,quick_ratio 06/30/24,quick_ratio 03/31/24,quick_ratio 12/31/23,quick_ratio 09/30/23,cash_ratio 06/30/24,cash_ratio 03/31/24,cash_ratio 12/31/23,cash_ratio 09/30/23,debt_to_asset_ratio 06/30/24,debt_to_asset_ratio 03/31/24,debt_to_asset_ratio 12/31/23,debt_to_asset_ratio 09/30/23
000001,平安银行,深圳证券交易所,1991-04-03,40.0,http://www.bank.pingan.com,"广东省深圳市罗湖区深南东路5047号,中国广东省深圳市福田区益田路5023号平安金融中心B座",人民币、外币存贷款;国际、国内结算;票据贴现;外汇买卖;提供担保及信用证服务;提供保管箱服务等。,1.3336,0.7695,2.3939,2.0424,1.23,0.66,2.25,1.94,21.23,21.42,20.74,20.4,5.37,3.08,9.84,8.51,--,--,--,--,--,--,--,--,0.4498,0.2606,0.8315,0.7185,--,--,--,--,--,--,--,--,--,--,--,--,91.6255,91.5248,91.5461,91.555
000002,万科A,深圳证券交易所,1991-01-29,1.0,http://www.vanke.com,"广东省深圳市盐田区大梅沙环梅路33号万科中心,香港中环花园道1号中银大厦43楼A室",房地产开发和物业服务。,-0.7142,0.0278,1.7145,1.7625,-0.8309,-0.0305,1.03,1.1585,20.38,21.0074,21.15,21.1981,-4.077,-0.14,4.85,5.39,-5.4127,1.1036,6.2807,9.7181,-5.9678,0.5379,4.3921,7.2431,-0.5989,0.0226,1.3593,1.2769,1.371,1.3847,1.3997,1.3712,0.5821,0.5471,0.5458,0.5049,11.749,10.3526,12.146,11.0243,72.937,72.707,73.2243,75.2762
000004,国华网安,深圳证券交易所,1991-01-14,1.0,http://www.sz000004.cn,广东省深圳市福田区梅林街道孖岭社区凯丰路10号翠林大厦12层,"移动互联网游戏的运营相关服务及投资业务,移动应用安全服务业务,移动互联网安全业务。",-0.1499,-0.0848,-1.2096,-0.2724,-0.1436,-0.0812,-1.1835,-0.2652,1.3338,1.3961,1.4774,2.3969,-10.76,-5.82,-80.27,-11.09,-55.682,-72.9371,-138.7391,-51.1179,-53.4622,-72.6503,-145.5052,-44.7629,-5.0081,-2.7815,-38.7294,-7.1829,1.5309,1.5796,1.663,2.4085,1.5066,1.5731,1.657,2.402,36.1275,32.372,48.0531,49.7169,56.0186,54.743,53.1094,36.7159
000005,ST星源,深圳证券交易所,1990-12-10,10.0,http://www.fountain.com.cn,广东省深圳市罗湖区深南东路2017号华乐大厦3楼,交通、清洁能源、水资源基础设施经营性项目的开发投资;低碳技术集成、水处理设备销售和环境处理成套设备销售和环境工程服务;不动产项目、水电项目的开发管理、工程监理和建筑、工程设计服务;酒店经营、物管服务和“智慧空间水管理”的物业管理服务;不动产项目权益投资组合管理和大型工业园区开发投资管理服务。,-0.014,-0.0025,-0.1944,-0.0109,-0.0129,-0.0014,-0.1883,-0.0079,0.94,0.9557,0.9571,1.136,-1.36,-0.15,-19.67,-0.7,-12.0074,-7.2022,-108.8157,-4.2874,-15.2866,-7.2827,-105.8749,-9.0238,-0.6292,-0.1132,-8.5612,-0.4527,1.7729,1.7162,1.6617,1.8825,1.756,1.7029,1.6486,1.8658,2.8932,4.565,3.8317,2.9167,53.9261,53.5104,54.1307,48.9857
000006,深振业A,深圳证券交易所,1992-04-27,10.0,http://www.zhenye.com,广东省深圳市南山区科技南路16号深圳湾科技生态园11栋A座42-43层,房地产开发与经营。,-0.3074,-0.0213,-0.6679,-0.0031,-0.2563,-0.0197,-0.5946,-0.0009,4.9083,5.1449,5.1646,5.7583,-5.22,-0.38,-11.51,-0.02,-13.0282,-10.7162,-18.9061,-0.3876,-12.8221,-11.3997,-32.0827,-0.5073,-1.8373,-0.1118,-3.479,-0.0149,1.8876,1.7529,1.735,1.898,0.4091,0.3637,0.3785,0.4325,30.2184,28.1781,30.7106,35.652,68.889,71.2273,71.2887,70.4933
000007,全新好,深圳证券交易所,1992-04-13,1.0,http://www.sz000007.com,广东省深圳市福田区梅林街道梅康路8号理想时代大厦6楼,物业管理、房屋租赁、汽车经销及大健康产业。,0.0057,0.0011,0.1053,0.0231,0.0089,0.0018,0.1038,0.0313,0.3719,0.3648,0.363,0.2926,2.4,0.51,28.6,10.7,4.3858,2.0688,21.3006,11.9232,2.5362,0.8429,16.8663,5.2266,0.5172,0.0919,9.1647,2.1833,2.3387,2.185,2.16,2.0089,2.033,1.9063,1.9298,1.7787,158.3268,147.2314,149.6048,136.3008,63.6418,65.1384,65.3408,69.9465
000008,神州高铁,深圳证券交易所,1992-05-07,7.9,http://www.shenzhou-gaotie.com,北京市海淀区高梁桥斜街59号院1号楼中坤大厦16层,轨道交通运营维护装备提供和运营及维保服务。,-0.069,-0.0197,-0.3035,-0.0538,-0.0643,-0.0179,-0.31,-0.0534,1.2459,1.2907,1.3076,1.5565,-5.16,-1.39,-23.32,-3.44,-38.0561,-27.7008,-33.2527,-10.6596,-35.5835,-29.7497,-32.8261,-11.1782,-1.7878,-0.5031,-7.7376,-1.319,0.7562,0.7496,0.7586,0.8377,0.6109,0.618,0.6345,0.6496,7.8089,8.0774,6.9725,6.1367,66.8763,66.2045,65.704,60.9295
000009,中国宝安,深圳证券交易所,1991-06-25,3.0,http://www.chinabaoan.com,"广东省深圳市笋岗东路1002号宝安广场A座28,29层",高新技术产业、生物医药业和房地产业的投资。,0.2278,0.107,0.6517,0.5775,0.0759,0.0274,0.2933,0.2631,3.8689,3.8945,3.8509,3.8171,1.96,0.7,7.62,6.89,7.8874,7.07,7.2054,7.8038,5.8577,5.5197,5.4759,6.0773,1.139,0.5289,3.3552,2.9624,2.0112,2.001,1.841,1.8665,1.2644,1.301,1.1707,1.2047,56.5391,68.8438,60.09,51.0951,58.8346,58.8322,58.0376,59.593
000010,美丽生态,深圳证券交易所,1995-10-27,1.0,http://www.eco-beauty.cn,广东省深圳市宝安区新安街道海旺社区宝兴路6号海纳百川总部大厦B栋1701-1703室,市政、公路、房屋建筑、生态环保等领域。,-0.1131,-0.0285,-0.5892,-0.1995,-0.0934,-0.0233,-0.4712,-0.1524,0.1559,0.183,0.2044,0.5141,-55.19,-11.71,-212.27,-29.64,-105.1034,-58.1889,-219.1361,-82.4414,-108.2261,-61.6514,-223.6062,-86.0314,-4.1671,-1.0505,-21.5863,-6.1271,0.7803,0.7912,0.8061,0.9311,0.7462,0.7565,0.7723,0.8899,0.1848,0.3821,0.9309,1.6619,94.7941,93.0454,92.0556,80.0668
000011,深物业A,深圳证券交易所,1992-03-30,3.6,http://www.szwuye.com.cn,"广东省深圳市罗湖区人民南路国贸大厦16层,20层,39层,42层",房地产开发经营。,0.0022,-0.0063,0.7548,0.3811,0.0155,0.0008,0.7786,0.3882,7.5259,7.8228,7.8221,7.4307,0.21,0.01,9.95,5.22,0.7172,-1.0634,23.9327,12.9972,0.1544,-0.924,15.1717,9.3564,0.0079,-0.0222,2.6481,1.4574,1.4492,1.5248,1.4617,2.0545,0.3139,0.3738,0.3884,0.3738,18.4815,23.8254,26.5836,18.2328,72.8727,72.1736,72.3116,71.2497
000012,南玻A,深圳证券交易所,1992-02-28,3.38,http://www.csgholding.com,广东省深圳市蛇口工业六路一号南玻大厦,"研发、生产制造和销售优质浮法玻璃和工程玻璃、太阳能玻璃和硅材料、光伏电池和组件等可再生能源产品,超薄电子玻璃和显示器件等新材料和信息显示产品,提供光伏电站项目开发、建设、运维一站式服务等。",0.2349,0.1035,0.5036,0.4742,0.24,0.11,0.54,0.48,4.5656,4.6809,4.5758,4.515,5.23,2.26,11.78,10.58,9.8747,9.2698,8.9169,11.5453,8.9281,8.0546,8.4993,10.8026,2.2353,1.0207,5.0933,5.042,1.0373,1.0771,1.0518,1.0904,0.8389,0.8593,0.8746,0.8759,36.2991,33.3393,35.2115,32.9638,55.0853,52.3193,52.1221,49.9711
000014,沙河股份,深圳证券交易所,1992-06-02,2.38,http://www.shahe.cn,广东省深圳市南山区白石路2222号沙河世纪楼,房地产开发与经营。,0.2239,0.1913,2.1665,2.0551,0.2235,0.1916,2.16,2.0455,6.8632,7.0473,6.8556,6.7455,3.26,2.72,31.44,30.32,26.8436,29.9412,49.8286,53.7758,19.9432,21.9678,37.7471,40.5263,2.373,1.9441,20.8723,18.8146,3.4475,3.3945,2.7961,2.4691,0.8889,0.963,0.7905,0.7555,83.157,91.863,75.196,71.5172,25.0084,26.2186,31.9088,36.3157
000016,深康佳A,深圳证券交易所,1992-03-27,3.9,http://www.konka.com,广东省深圳市南山区粤海街道科技园科技南十二路28号康佳研发大厦15-24层,"生产和销售黑白、彩色电视机收录机及音响,图文传真机、对讲机及电话等影视、音响、通讯产品。",-0.5318,-0.2404,-1.0947,-0.3719,-0.4517,-0.2119,-0.8986,-0.2969,1.891,2.1323,2.3441,2.9308,-23.89,-9.94,-38.34,-10.13,-24.7838,-25.1414,-14.493,-7.1048,-23.6588,-23.5065,-14.7674,-6.0197,-3.7307,-1.6032,-7.3577,-2.3359,0.9081,0.936,0.8769,0.9364,0.7007,0.7362,0.7007,0.7158,33.5863,38.5656,35.2719,31.9278,86.4508,85.1575,83.5125,79.9288
000017,深中华A,深圳证券交易所,1992-03-31,3.75,http://www.szcbc.com,广东省深圳市罗湖区翠竹街道贝丽北路89号水贝金座大厦8楼,自行车及锂电池材料业务、珠宝黄金业务,0.008,0.0046,0.0261,0.0089,0.0083,0.0047,0.03,0.0073,0.4563,0.4527,0.448,0.4132,1.82,1.03,5.8,1.77,3.024,3.3498,3.3256,2.2877,2.5799,2.8158,3.1673,1.7591,1.5034,0.8894,4.8706,1.7002,8.7008,8.0883,6.0796,4.862,6.5592,6.5617,4.6972,1.4095,61.1656,58.1211,91.3783,14.7202,11.3864,12.2735,16.3051,20.8425
000019,深粮控股,深圳证券交易所,1992-10-12,2.1,http://www.slkg1949.com,广东省深圳市福田区福虹路9号世贸广场A座13楼,批发零售业务、食品加工制造业务、租赁及商务服务业务。,0.1131,0.0551,0.3008,0.2378,0.112,0.0554,0.3018,0.2379,4.0982,4.2415,4.1859,4.1207,2.73,1.31,7.21,5.77,6.8169,6.3325,6.7968,7.2847,5.3948,5.9199,5.5999,6.1181,1.764,0.8919,4.6852,3.5638,1.6873,1.9106,1.7497,1.6237,0.1938,0.264,0.2913,0.3501,3.2763,5.4114,9.9683,5.0445,35.6058,30.8829,34.0725,37.3344
000020,深华发A,深圳证券交易所,1992-04-28,1.9,http://www.hwafa.com.cn,广东省深圳市福田区华发北路411栋华发大厦东座六楼,物业经营、液晶显示器整机组装业务、注塑件业务、泡沫件业务等。,0.0355,0.019,0.0471,0.0439,0.0355,0.019,0.0471,0.0439,1.3313,1.3148,1.2958,1.2926,2.67,1.45,3.64,3.4,2.9825,3.0986,2.5035,2.6287,2.4633,2.4555,1.8364,2.0679,1.595,0.9085,2.3385,2.0409,1.5567,1.613,1.628,1.4761,1.2107,1.2922,1.2856,1.1195,50.3554,53.1053,54.7361,17.2559,40.1997,37.189,35.6894,39.9727
000021,深科技,深圳证券交易所,1994-02-02,4.65,http://www.kaifa.cn,广东省深圳市福田区彩田路7006号,硬盘磁头、电子产品先进制造、计量系统、支付终端产品、数字家庭产品及LED的研发生产。,0.3002,0.1112,0.5283,0.3615,0.2309,0.078,0.4131,0.2861,7.0752,7.0549,7.0244,6.9551,3.26,1.11,5.88,4.11,7.9599,6.9767,6.7837,6.3889,6.6404,5.5512,5.7794,5.1419,1.665,0.6008,3.0107,2.1058,1.2816,1.196,1.2414,1.4015,1.0559,0.9826,0.9628,1.0599,70.774,68.915,61.0154,68.5473,53.8907,55.4105,53.323,52.9565
000023,*ST深天,深圳证券交易所,1993-04-29,3.1,http://www.sztiandi.com,广东省深圳市福田区深南大道西农园路西东海国际中心(一期)B栋26楼1号,商品混凝土的生产和销售、房地产的开发与销售及物业管理。,-0.5756,-0.1388,-1.3101,-0.5611,-0.5068,-0.1134,-1.1498,-0.4854,-0.6475,-0.254,-0.1406,0.5238,--,--,--,-92.66,-228.7351,-117.9308,-91.2251,-45.2592,-195.5688,-112.3224,-102.3178,-56.7805,-7.5393,-1.6265,-14.7974,-5.9552,0.8118,0.8571,0.8723,0.969,0.6835,0.738,0.754,0.849,10.2217,14.5257,13.6226,14.5937,101.1715,95.9311,94.5083,86.8913
000025,特力A,深圳证券交易所,1993-06-21,4.18,http://www.tellus.cn,"广东省深圳市罗湖区水贝二路五十六号特力大厦三楼,四楼",珠宝服务业务;商业运营管理;汽车销售、检测、维修及配件销售。,0.1845,0.0853,0.2585,0.1779,0.1778,0.0818,0.2743,0.171,3.8677,3.8026,3.7209,3.6359,4.6,2.15,7.37,4.7,6.2131,5.6925,8.2011,7.8574,5.0322,4.8507,6.0344,6.2815,3.189,1.4888,4.6359,3.1576,1.6926,1.5386,1.6681,1.6834,1.5333,1.3726,1.3432,1.4235,43.921,44.8195,50.1871,26.8555,27.916,28.4482,27.9876,29.8154
000026,飞亚达,深圳证券交易所,1993-06-03,3.6,http://www.fiytagroup.com,广东省深圳市南山区高新南一道飞亚达科技大厦20楼,手表品牌管理及名表零售业务。,0.3625,0.1818,0.8024,0.6395,0.3564,0.1825,0.8075,0.6439,8.1686,8.1972,8.029,7.8846,4.44,2.22,9.99,8.11,9.2749,9.2369,9.4775,9.7969,7.0862,7.0881,7.291,7.5288,3.5472,1.8253,7.9248,6.3266,3.8862,4.4412,3.7566,3.4841,1.1828,1.3558,1.1972,1.1528,51.3611,62.8894,61.4826,54.3133,20.0739,17.7131,20.7041,21.9965
000027,深圳能源,深圳证券交易所,1993-09-03,3.5,http://www.sec.com.cn,"广东省深圳市福田区福田街道金田路2026号能源大厦北塔楼9层,29-31层,34-41层","从事的主要业务是各种常规能源和新能源的开发、生产、购销,以及城市固体废物处理、废水处理和城市燃气供应等。",0.4413,0.2515,0.5852,0.7461,0.34,0.2074,0.27,0.5621,6.27,6.32,6.14,10.192,3.71,2.32,4.38,6.24,13.1458,15.8469,8.5606,14.2603,10.6036,12.4492,6.873,12.0921,1.2922,0.7379,1.8141,2.3169,1.1789,1.1434,1.028,1.1775,1.1227,1.1004,0.9884,1.1198,28.4785,31.8949,25.6717,27.7072,64.8621,64.6838,63.6206,62.4261
000028,国药一致,深圳证券交易所,1993-08-09,3.5,http://www.szaccord.com.cn,广东省深圳市福田区园岭街道八卦四路15号一致药业大厦,包括医药分销和医药零售。,1.3836,0.8016,3.5189,2.6056,1.34,0.7,2.87,2.14,31.9456,31.9883,31.2898,30.4959,4.18,2.18,9.18,7.01,2.5111,2.8496,3.2691,3.2215,2.0379,2.3369,2.5948,2.5628,1.498,0.8658,4.117,2.8583,1.4416,1.445,1.4944,1.4142,1.1387,1.1476,1.1661,1.112,21.7061,20.6456,26.7166,18.4809,58.4693,58.4302,55.9021,59.6627
000029,深深房A,深圳证券交易所,1993-09-15,3.8,http://www.sfjt.com.cn,广东省深圳市罗湖区人民南路深房广场47层,房地产开发及商品房销售、物业租赁及管理、商品零售及贸易、酒店业务、设备安装及维修、建筑、室内装修等业务。,0.0048,0.0015,-0.4425,-0.0398,0.0056,0.0019,-0.2479,-0.036,3.6521,3.6518,3.6485,3.8592,0.15,0.05,-6.8,-0.93,2.9269,1.6561,-81.0921,-11.9506,3.6271,2.5981,-84.3237,-11.3693,0.0756,0.0238,-6.9027,-0.7117,2.2516,2.3363,2.3238,3.8991,0.7007,0.7608,0.7742,0.5705,23.742,30.9461,34.4723,28.2377,41.2863,41.6064,41.7739,26.1171
000030,富奥股份,深圳证券交易所,1993-09-29,4.55,http://www.fawer.com.cn,吉林省长春市高新区学海街701号,汽车零部件及相关产品的研发、设计、制造、销售及售后服务。,0.2302,0.1147,0.4214,0.2384,0.1842,0.09,0.35,0.2222,4.3463,4.5016,4.4046,4.2736,4.18,2.08,7.88,5.13,5.3419,5.4963,4.4309,3.7652,5.2747,5.306,4.633,3.7825,2.408,1.1935,4.3235,2.5224,1.1773,1.2282,1.2095,1.335,0.9843,1.0263,1.0314,1.1076,22.1467,19.5392,28.1793,29.7694,47.3952,46.158,48.1522,48.4511
000031,大悦城,深圳证券交易所,1993-10-08,4.38,http://www.grandjoy.com,"北京市朝阳区朝阳门南大街8号中粮福临门大厦13层,广东省深圳市宝安区留仙一路8号中粮创芯研发中心A1栋27楼",商品房开发与销售、物业租赁、来料加工业。商业地产。,0.0089,0.0426,0.0283,-0.0175,-0.08,-0.02,-0.34,-0.12,3.1114,3.2035,3.2295,3.4552,-2.73,-0.68,-10.59,-3.39,4.5386,11.9106,8.4226,4.7788,0.236,4.7241,0.3299,-0.3621,0.0197,0.0916,0.0613,-0.036,1.5421,1.4986,1.5136,1.6413,0.5779,0.5471,0.5537,0.5783,31.57,29.8096,31.4086,30.1235,76.6628,76.717,76.7269,77.0964
000032,深桑达A,深圳证券交易所,1993-10-28,3.36,http://www.sedind.com,广东省深圳市南山区科技园科技路1号桑达科技大厦15-17层,"物流运输、仓储业务,以铁路GSM-R终端、商用及税控收款机、电源及LED照明为主的电子制造业务,商贸服务业务,房地产业务。",0.13,0.1078,0.7684,0.0373,-0.0333,0.015,0.2897,-0.2371,5.5601,5.6951,5.7022,5.1687,-0.6,0.26,5.08,-4.59,1.1039,1.6489,2.0378,0.9913,0.4448,0.7981,1.5536,0.1097,0.2352,0.2081,1.5472,0.0717,1.2213,1.2368,1.2262,1.1991,1.1888,1.2027,1.201,1.1677,22.1895,24.7698,26.8562,26.134,80.9014,79.6551,78.9892,81.1644
000034,神州数码,深圳证券交易所,1994-05-09,5.2,http://www.digitalchina.com,北京市海淀区上地九街九号数码科技广场,IT产品分销及服务。,0.7842,0.3735,1.8017,1.3088,0.7521,0.3251,1.7575,1.2886,13.5591,13.2507,12.7796,12.2681,5.61,2.65,13.69,10.36,0.984,1.042,1.2656,1.2388,0.8393,0.8545,1.0085,1.0414,1.1172,0.5545,2.6878,2.3449,1.2126,1.2042,1.2129,1.2282,0.7737,0.7528,0.797,0.7869,17.9237,18.6588,19.0285,12.7917,79.1562,78.7386,79.3701,76.3048
000035,中国天楹,深圳证券交易所,1994-04-08,3.9,http://www.cnty.cn,江苏省海安市黄海大道(西)268号2幢,城市环境服务、废弃物处置与利用、环保装备制造。,0.1481,0.0833,0.1523,0.1435,0.15,0.08,0.14,0.1363,30.3759,30.1669,29.9032,29.5835,3.33,1.88,3.17,3.09,14.2456,16.6128,8.0248,10.3991,14.1063,16.7976,7.2196,9.6481,1.3135,0.744,1.3672,1.3113,0.6707,0.7103,0.6689,0.7576,0.6289,0.6707,0.6296,0.7059,18.9358,21.0321,17.1953,22.9669,61.3752,61.3347,61.4524,61.1861
000036,华联控股,深圳证券交易所,1994-06-17,2.6,http://www.udcgroup.com,广东省深圳市福田区深南中路2008号华联大厦16层,房地产开发及自有物业租赁管理业务。,0.027,0.0155,0.0672,0.0367,0.0228,0.01,0.06,0.034,3.4249,3.4651,3.5961,3.5699,0.65,0.4,1.53,0.95,26.3555,29.0825,18.8557,17.2425,18.3723,21.9363,17.6307,13.1434,0.5169,0.2944,1.1866,0.6749,4.3209,4.4489,3.9787,4.3173,1.9526,2.004,2.1309,2.7423,153.5708,179.3113,121.3922,236.0804,23.0862,23.0164,26.1167,23.8589
000037,深南电A,深圳证券交易所,1994-07-01,4.6,http://www.nsrd.com.cn,"广东省深圳市南山区华侨城汉唐大厦16,17楼",生产经营供电供热、从事发电厂(站)的相关技术咨询和技术服务。,-0.0675,-0.0505,-0.0033,-0.0612,-0.0628,-0.0482,0.0069,-0.0477,2.3607,2.3743,2.421,2.3672,-2.66,-2.03,0.28,-2.02,-21.6221,-37.6757,-2.3105,-9.2795,-21.6398,-37.7622,-0.3401,-8.1298,-1.8889,-1.4804,-0.0979,-1.8699,1.5298,2.1658,2.4694,2.3316,1.413,1.9806,2.2607,2.1264,43.6091,22.8338,76.5946,67.4798,37.2112,33.7714,32.1344,31.2992
000039,中集集团,深圳证券交易所,1994-04-08,8.5,http://www.cimc.com,"广东省深圳市南山区蛇口港湾大道2号中集集团研发中心8楼,香港德辅道中199号无限极广场3101-2室",制造修理集装箱及其有关业务。,0.2587,0.0404,0.3455,0.2692,0.15,0.0126,0.05,0.0751,9.25,9.2039,8.87,8.865,1.74,0.17,0.88,1.04,2.6739,1.2544,2.2157,2.6737,1.7632,0.6717,1.4579,1.5258,0.7788,0.1265,1.1519,0.9269,1.215,1.2175,1.1197,1.2374,0.9553,0.9603,0.8766,0.945,25.3297,29.3141,27.0962,27.1314,63.0465,61.3412,60.0463,58.6469
000040,ST旭蓝,深圳证券交易所,1994-08-08,6.0,http://www.dongxulantian.com,广东省深圳市罗湖区东门中路1011号鸿基大厦25-27楼,在合法取得使用权的土地上从事房地产开发经营、投资兴办实业;物业管理;仓储;光伏电站的投资、建设和运营。,-0.063,-0.011,-0.12,0.0309,-0.0625,-0.0109,-0.1183,0.0315,7.4012,7.4538,7.4651,7.6079,-0.84,-0.15,-1.58,0.41,-16.6046,-5.1708,-9.5317,5.2003,-17.3017,-7.0454,-11.9747,3.0092,-0.3997,-0.069,-0.7492,0.1875,1.2792,1.2817,1.2772,1.3081,1.2691,1.2716,1.2671,1.2976,35.3721,35.4702,35.8076,35.2257,53.0228,53.0654,53.3746,53.7845
000042,中洲控股,深圳证券交易所,1994-09-21,10.8,http://www.zztzkg.com,广东省深圳市福田区金田路3088号中洲大厦38楼,地产开发、酒店经营、物业服务、商业管理等。,-0.6495,0.1231,-3.1826,-0.2228,-0.625,0.1291,-2.7749,-0.1595,8.0026,8.7568,8.6276,11.2682,-7.81,1.47,-32.16,-1.42,-15.6304,9.758,-21.0156,-0.5004,-18.4319,4.8083,-27.7659,-3.4071,-1.3432,0.2622,-6.8377,-0.4231,1.691,1.7849,1.7574,1.792,0.3648,0.3168,0.2629,0.2309,15.8828,10.9973,5.7483,3.1601,83.9982,81.8768,81.9805,78.4011
000045,深纺织A,深圳证券交易所,1994-08-15,3.9,http://www.chinasthc.com,广东省深圳市福田区华强北路3号深纺大厦A座六楼,主要从事纺织服装、LCD用偏光片及其相关产品的生产与贸易。,0.1319,0.0616,0.251,0.1955,0.0867,0.041,0.16,0.1315,5.7115,5.7311,5.6901,5.6971,1.52,0.72,2.75,2.31,4.9301,5.2,4.9778,4.862,4.115,4.0971,4.1282,4.2722,1.1827,0.5503,2.2503,1.7245,3.472,3.4377,3.4029,3.1773,2.5324,2.5511,2.5698,2.442,25.0632,56.8297,53.4262,49.4706,26.6063,26.909,27.2204,28.5859
000048,京基智农,深圳证券交易所,1994-11-01,4.8,http://www.kingkeyzn.com,广东省深圳市罗湖区桂园街道老围社区蔡屋围京基一百大厦A座7101,"现代农业和房地产业,主要包括:种猪、肉猪养殖与销售;种鸡、肉鸡养殖与销售;饲料生产与销售;房地产开发、房地产租赁。",0.4546,0.1078,3.3126,2.4288,0.443,0.1127,3.3314,2.4042,7.6344,7.3843,7.2615,6.415,5.81,1.38,45.33,37.48,11.35,7.7247,20.2052,18.5401,8.9332,4.5488,14.1545,12.8007,2.1144,0.4825,14.4919,9.8037,0.6262,0.6571,0.6432,0.646,0.1457,0.1873,0.2068,0.1881,9.9904,14.4846,16.8142,12.7359,64.1007,66.4727,67.7847,73.7769
000049,德赛电池,深圳证券交易所,1995-03-20,4.95,http://www.desaybattery.com.cn,广东省深圳市南山区高新科技园南区高新南一道德赛科技大厦东座26楼,生产制造电源管理系统及各类锂电池。,0.1407,0.0857,1.3286,1.1391,0.2798,0.114,1.7107,1.2109,16.3255,16.6207,16.359,14.2185,1.71,0.69,8.93,8.52,0.2459,1.1031,2.6215,2.4627,0.6062,0.8048,2.5193,2.4571,0.3505,0.2053,3.097,2.4969,1.6195,1.7147,1.6248,1.3908,1.2648,1.3765,1.3209,0.9934,19.3888,67.1765,52.8151,20.0657,58.8454,59.4198,61.3504,67.9944
000050,深天马A,深圳证券交易所,1995-03-15,4.5,http://www.tianma.cn,广东省深圳市南山区马家龙工业城64栋,以智能手机、平板电脑为代表的移动智能终端显示核心业务、车载显示关键业务和以医疗、工控为代表的增值业务。,-0.2002,-0.1237,-0.8585,-0.7318,-0.1991,-0.1224,-0.8535,-0.7284,11.1561,11.2421,11.3761,11.4906,-1.78,-1.09,-7.5,-6.34,-2.7693,-3.8745,-5.9687,-7.014,-3.095,-3.9221,-6.5381,-7.2818,-0.6051,-0.3695,-2.5738,-2.195,0.8621,1.0228,1.0541,1.0191,0.7043,0.8464,0.8763,0.848,29.3863,42.4074,40.2797,42.675,64.3639,64.8037,64.6316,64.3095
000055,方大集团,深圳证券交易所,1996-04-15,1.6,http://www.fangda.com,广东省深圳市南山区龙珠四路2号方大城T1栋39层,建筑幕墙系统、地铁屏蔽门及相关软件，房地产业务。,0.1098,0.0485,0.2579,0.2519,0.11,0.05,0.25,0.25,5.6055,5.6232,5.5501,5.5443,1.94,0.85,4.58,4.47,6.3146,6.1281,7.3741,9.8923,5.5237,5.6868,6.4526,8.4108,0.8568,0.3882,2.0705,2.0718,1.1475,1.1926,1.1409,1.1759,1.0165,1.0456,1.006,1.0435,29.3418,31.3291,31.2877,28.6161,55.7505,54.4142,54.8846,53.831
000056,皇庭国际,深圳证券交易所,1996-07-08,1.53,http://www.wongtee000056.com,广东省深圳市福田区福田街道岗厦社区福华路350号岗厦皇庭大厦28A01单元,"以商业不动产综合运营服务为主,以委托管理、整租、不动产投资合作等多种方式拓展商业不动产运营业务。",-0.1249,-0.0681,-0.9491,-0.4324,-0.13,-0.07,-0.98,-0.45,0.6988,0.7545,0.8217,1.3288,-17.6,-8.91,-113.31,-31.79,-42.8562,-45.0254,-97.7866,-55.7333,-42.4563,-44.5153,-98.0205,-51.643,-1.7234,-0.9376,-13.0853,-5.5432,0.1689,0.1724,0.1696,0.179,0.1529,0.1559,0.1537,0.1602,6.544,6.8498,6.5873,7.0067,90.6624,89.9072,88.9474,83.099
000058,深赛格,深圳证券交易所,1996-12-26,2.39,http://www.segcl.com.cn,广东省深圳市福田区华强北路群星广场A座三十一楼,"主营业务包括以通信市场、电子专业市场为核心的电子市场流通业务,以物业经营及物业管理为核心的城市服务业务,以新能源和检验检测认证为代表的战略性新兴业务。",0.055,0.0229,0.0925,0.1461,0.0414,0.0202,0.0735,0.1143,1.6391,1.6486,1.6297,1.6704,2.52,1.23,4.51,6.84,13.3595,11.4304,4.9747,17.042,8.4422,6.7982,5.8411,13.0171,1.3022,0.5261,2.1161,3.3646,1.6575,1.6052,1.5756,1.712,0.8113,0.8283,0.8271,0.8611,51.3665,50.5882,58.2573,53.0828,51.7541,52.7294,53.4449,51.4464
